name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
El Clasico,Taler,Pilsner - German,2021-02-25,3.073,30.0,,,,5.0,,3
The Mix of Taste / Banana & Calamansi,Konix Brewery,Sour - Fruited,2021-03-02,3.942,10.0,,,"Banana,Calamansi",6.0,,4
Аллергия,Solbirs Brewery,Sour - Fruited Gose,2021-01-30,3.582,8.0,,,"Mango,Strawberry",6.9,,3
Rocket Jump,Selfmade Brewery,IPA - American,2017-11-20,3.851,49.0,"Citra,Lemondrop,Warrior,Cascade",,,6.3,,4
Guess What (Raspberry & Kalamansi),Main Rule,Sour - Fruited,2020-08-19,3.94,,,,"Raspberry,Calamansi",6.0,,4
Arcade Machine,Main Rule,IPA - Imperial / Double New England / Hazy,2021-02-28,3.756,40.0,"Simcoe,Mosaic,Galaxy",,,6.8,,4
Smuha: Strata,Malanka,IPA - Imperial / Double New England / Hazy,2021-02-26,4.244,,Strata,"Pilsner,Flaked Oats",,6.8,20.0,4
Black Illusion,Konix Brewery,Stout - Milk / Sweet,2020-01-31,3.785,,,,,6.0,,4
Daddy Cool,F&S Brewery,IPA - American,2019-06-15,3.572,55.0,,,,6.0,,4
Ф+,F&S Brewery,Fruit Beer,2019-08-10,3.433,10.0,,,Feijoa,4.5,,4
Double Jack,ID Brewery,IPA - Imperial / Double,2016-02-02,3.492,120.0,,,,6.8,,4
Provocator,Fuerst Wiacek,Bock - Doppelbock,2023-01-10,3.649,,,,,6.8,,4
Bavaringer Pils,Frankenthaler Brauhaus,Pilsner - German,2020-09-18,2.92,,,,,4.8,,1
Lipa Naked Ice,Rising Moon Brewery,Mead - Metheglin,2020-09-19,3.871,,,,,6.0,,4
Lichamanka: Cashmere,Malanka,IPA - Imperial / Double,2021-02-12,4.147,70.0,Cashmere,Pilsner,,6.8,18.0,4
The Suspect,Panzer Brewery,IPA - New England / Hazy,2019-08-07,3.877,30.0,"Cashmere,Mosaic,Amarillo",,,6.3,,4
Juicy : Blackcurrant & Bergamot,Bierstaat,Cider - Other Fruit,2021-02-28,3.967,,,,"Black Currant,Bergamot",4.6,,4
Midwest,Valaduta,Pale Ale - American,2018-08-14,3.936,25.0,"Cascade,Citra",,,5.5,,4
A Piece of Cake,Bierbank,Porter - Other,2021-02-09,3.676,17.0,,,,6.8,,4
Ikar,Robim Good Brewery,IPA - American,2021-01-14,3.778,40.0,Sabro,,,5.6,14.0,4
Summer Fling,Bierbank,Sour - Fruited,2020-12-23,3.691,10.0,,,"Sea buckthorn,Orange",4.8,,4
Casual: Idaho7,Carousel Brewery,IPA - American,2021-01-28,3.892,52.0,Idaho 7,,,5.7,,3
Mystic,Jungle Brewery,Sour - Fruited,2021-01-26,4.268,14.0,,,"Chokeberry,Lactose",6.8,,4
Аксамiт,Прамень,Stout - Oatmeal,2021-02-18,3.979,15.0,,,,6.9,,4
In Chaos We Trust,Valdsam Bjorn Brewery,IPA - English,2021-01-14,3.607,40.0,"Fuggle,Golding",,,5.5,,3
Lord of the Sands,LiS Brew,Stout - Imperial / Double Pastry,2019-10-26,3.797,,,,,6.8,30.0,4
Cubanisto Rum,Anadolu Efes,Lager - Pale,2014-03-13,,,,,,5.8,,3
Belgian White,Blue Moon Brewing Company,Wheat Beer - Witbier / Blanche,,3.5,9.0,,,,5.4,,4
Seth & Riley's Garage Hard Californian Pear Drink,Балтика,Shandy / Radler,2020-03-23,3.08,,,,,4.6,,2
Nameless Enemy,Selfmade Brewery,Stout - Imperial / Double,2021-01-22,3.948,38.0,,,"Coffee,Tea",6.8,,4
Chimera,Jaws,Wild Ale - Other,2021-12-25,3.813,10.0,,,,6.8,,4
Syndicate Shadow,Selfmade Brewery,IPA - Imperial / Double New England / Hazy,2021-01-18,3.849,34.0,"Galaxy,Strata,Citra",,,6.8,,5
Корсар,Alaska Brewery,Porter - Baltic,2021-01-21,3.75,,,,,6.8,,4
Just Jungle,Jungle Brewery,IPA - Imperial / Double New England / Hazy,2021-02-05,4.263,40.0,"Mosaic,El Dorado",,,6.8,,4
Икарус,Midnight Project,IPA - Imperial / Double New England / Hazy,2021-02-12,4.145,,"Citra,Mosaic,Azacca",,,6.8,,4
Curry Yuga,Selfmade Brewery,Sour - Other,2021-01-18,3.92,8.0,,,,5.2,,4
Караван,Прамень,Pale Ale - American,2021-02-14,3.55,33.0,Southern Dawn,,,5.8,,3
Žatecký Gus Černý,Аліварыя,Schwarzbier,2015-12-12,2.894,,,,,3.5,,3
Phantom of the Hops,Selfmade Brewery,IPA - Imperial / Double,2020-12-23,3.921,47.0,Strata,,,6.8,,4
Forbidden Waters,Coven Brewery,IPA - Milkshake,2019-05-05,3.864,,,,"Guava,Passion fruit",6.7,,4
Arise,Coven Brewery,IPA - Other,2019-05-05,3.811,,"Columbus,El Dorado,Simcoe,Citra",,,6.8,,4
Xtreme Kriek,Brouwerij Mort Subite,Lambic - Kriek,,3.56,,,,,4.3,,4
Clarity,13 Litar,IPA - American,2021-01-14,3.909,40.0,"Mosaic,Idaho 7",,,6.1,,4
Summer Goes On,13 Litar,Wheat Beer - American Pale Wheat,2020-09-24,3.85,30.0,"Amarillo,Cascade","Pale Ale,Wheat",,4.8,12.0,4
Tomato Method,Selfmade Brewery,Sour - Traditional Gose,2020-03-04,3.908,20.0,,,Tomato,5.6,,4
Белае футра,Прамень,Wheat Beer - Hefeweizen,2021-02-07,3.621,9.0,,,,5.8,,3
Jazz & Juice,Jaws,IPA - American,2018-02-27,3.964,30.0,"Citra,Galaxy,Idaho 7","Pale Ale,Wheat,Oats",,6.5,14.5,4
BBQ Tomato Gose,Atom Brew,Sour - Other Gose,2020-02-28,3.929,7.0,,,,5.2,,4
Tomato Gose,Brew Balance,Sour - Tomato / Vegetable Gose,2023-04-25,3.569,3.0,Willamette,,,4.5,13.0,4
Shake 'n Bake,"Main Rule,DaLi Brewery",Stout - Imperial / Double,2021-01-07,3.697,,,,,6.8,,4
Summer Strike,"Main Rule,DaLi Brewery",Sour - Fruited Gose,2020-12-03,3.877,,,,,6.8,,4
FRONT SIDE,"DaLi Brewery,Pivzavod77",IPA - New England / Hazy,2020-03-06,3.744,,,,,6.8,,4
Крио. Amarillo Edition,Одна тонна,IPA - New England / Hazy,2020-11-13,3.771,,Amarillo,,,6.8,,4
American Pale Ale,13 Litar,Pale Ale - American,2016-08-17,3.891,35.0,,,,5.0,,4
Populism Mosaic Edition,Jaws,IPA - New England / Hazy,2018-05-18,3.908,,,,,6.5,,4
Тangerine V.2,DaLi Brewery,Sour - Fruited Gose,2019-12-22,4.124,9.0,,,,6.0,,4
Choco Mammuth: Coconut Ed.,Одна тонна,Stout - Imperial / Double Milk,2019-10-04,4.041,14.0,,,"Cocoa,Coconut",6.8,,4
Our Universe,Pivot Point,IPA - New England / Hazy,2020-12-04,3.731,30.0,"Mosaic,Simcoe",,,6.2,,4
Banana Smoothie,LiS Brew,Sour - Fruited,2020-06-16,3.912,,,,Banana,5.0,,4
Black Days,Victory Art Brew,Stout - Imperial / Double,2019-12-05,3.77,50.0,,,,6.8,,4
Misty Standard,Plan B Brewery,Pale Ale - New England / Hazy,2020-09-02,3.961,40.0,"Simcoe,Mosaic,Vic Secret",,,5.8,,4
Pacific,Velka Morava,IPA - American,2020-09-01,3.884,,"Mosaic,Citra,Simcoe,Cascade",,,6.3,,3
Bravada Xmas Bock,Jaws,Bock - Single / Traditional,2020-12-04,3.559,,,,,6.9,,0
Tarhun Goze,Barracuda,Sour - Traditional Gose,2019-10-12,3.365,9.0,,,,4.5,,3
Lockdown,13 Litar,IPA - American,2020-08-13,3.827,40.0,Amarillo,,,6.3,,4
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Wheat,Barracuda,Wheat Beer - Other,2020-03-14,3.278,17.0,,,,4.3,,4
Port Pilsner,Dreamteam Brew,Pilsner - German,2019-08-12,3.788,25.0,,,,5.1,,4
Stencil,Zagovor Brewery,Sour - Traditional Gose,2018-03-21,3.983,10.0,,,,6.8,16.0,3
Moon Sign,Zagovor Brewery,Sour - Fruited,2020-02-11,4.061,10.0,,,"Strawberry,Blackberry,Blueberry,Raspberry,Black Currant",6.8,17.0,4
Apperol Spritz,Česky Lev,Fruit Beer,2020-12-26,2.91,,,,,5.2,,2
Trasca: El Dorado,Malanka,IPA - Triple,2021-01-15,4.111,80.0,El Dorado,Pilsner,,6.8,20.0,4
Пина-Колада,Злынковский завод Каскад,Cider - Sweet,2018-12-26,2.973,,,,,4.9,,4
Roshambo: Coconut,Одна тонна,Stout - Russian Imperial,2020-12-17,4.215,,,,,6.8,,5
Bright Spot,Main Rule,IPA - New England / Hazy,2020-05-30,3.802,30.0,,,,6.9,,4
Fear Eater,Selfmade Brewery,IPA - Imperial / Double,2020-12-22,3.83,45.0,"Ekuanot,Azacca,Cascade",,,6.8,,4
Rock Out,Bierstaat,Porter - Baltic,2021-01-24,3.98,25.0,,,,6.9,,4
Gazing At the Blasphemous Moon While Perched Atop A Very Very Very Very Very Very Very Forsaken Slope of the Northern Mountain,Coven Brewery,IPA - New England / Hazy,2021-01-21,3.755,7.0,,,,6.8,,4
Fruitality,Selfmade Brewery,IPA - American,2018-06-07,3.839,38.0,,,,6.6,,4
Hell Awaits,Coven Brewery,Sour - Traditional Gose,2019-09-16,4.047,,,,,5.0,,4
Konrad Svatopavelské 16°,Konrad,Bock - Single / Traditional,2012-11-11,3.359,,,,,6.5,,3
Sweet Melon & Passion Fruit,Fёrn Cider,Cider - Other Fruit,2020-05-26,3.5,,,,"Melon,Passion fruit",6.0,,2
Semi-Sweet Strawberry & Lime,Fёrn Cider,Cider - Other Fruit,2020-06-16,3.206,,,,"Strawberry,Lime",6.0,,2
Dr. Diesel Hot Mix Вишня-Персик,Heineken,Fruit Beer,2020-03-19,2.737,,,,,6.0,,1
Nut Bastard,Selfmade Brewery,Stout - Other,2020-12-10,3.962,24.0,,,Hazelnut,6.8,,4
BFG,Selfmade Brewery,IPA - Imperial / Double,2017-02-14,3.884,75.0,,,,6.8,,4
Киберпанк,Alaska Brewery,IPA - Imperial / Double,2020-12-11,3.853,80.0,,,,6.8,,4
Sweet Revenge,Selfmade Brewery,Stout - Milk / Sweet,2020-12-24,3.882,22.0,,,"Vanilla,Donuts",6.8,,4
BraufactuM Progusta,Radeberger,IPA - Other,2013-02-21,3.61,50.0,"Hallertauer Mittelfruh,Citra,Magnum","Pilsner,Vienna,Caramel",,6.8,,4
Beast From the Abyss,"Selfmade Brewery,Rustique Pivasique",IPA - Imperial / Double Black,2020-12-09,4.033,62.0,"Warrior,Ekuanot,Chinook,Simcoe",,,6.8,,4
Holiday Trouble,Selfmade Brewery,Sour - Other,2020-11-23,4.096,12.0,,,"Orange,Cherry",6.8,,4
Карагод,Прамень,Scottish Ale,2021-01-12,3.685,21.0,,,,6.5,,4
Day By Day,13 Litar,Pale Ale - American,2020-11-26,3.688,30.0,"Centennial,Cascade","Pale Ale,Pilsner,Wheat",,5.1,,2
Tomato Method (Smoky Hot Edition),Selfmade Brewery,Sour - Traditional Gose,2020-07-09,4.017,20.0,,,,5.6,,4
Pilsner,1516 Pub & Brewery,Pilsner - Other,2013-07-25,3.612,28.0,,,,4.8,,2
Denninghoff's Premium Pilsener,Denninghoff's,Pilsner - German,,3.064,,,,,4.9,,2
Miller Genuine Draft,Miller Brewing Company,Lager - American,,2.59,12.0,,,,4.6,,2
DOS,Brewlok,Stout - Imperial / Double Oatmeal,2018-01-11,3.987,,,,,6.8,24.0,4
Holy DIPA,Ostrovica,IPA - Imperial / Double,2017-02-21,3.905,100.0,"Simcoe,Citra,Cascade,Centennial",,,6.8,,4
Port Douglas,Valaduta,IPA - American,2020-11-26,4.2,40.0,"Citra,Ekuanot,Simcoe,Centennial",,,6.4,,4
Dark Memories,13 Litar,IPA - Black / Cascadian Dark Ale,2020-11-19,3.915,45.0,"Ekuanot,Galaxy,Cascade","Pale Ale,Pilsner,Vienna,Carafa",,6.5,15.5,4
Meteora,Coven Brewery,Stout - Other,2019-10-05,3.792,25.0,,,,6.0,,4
Peach Temptation,Hops Brewery,IPA - Imperial / Double Milkshake,2020-12-30,3.927,25.0,"Amarillo,Citra",,Peach,6.8,,4
Laserotops,Selfmade Brewery,Sour - Fruited,2020-11-30,4.165,12.0,,,"Mango,Peach",6.0,,5
No More Tropical Juice,Jungle Brewery,IPA - American,2020-12-24,4.197,30.0,"Mosaic,El Dorado,Simcoe",,,6.4,,4
Кантынент,Прамень,Pale Ale - American,2020-12-28,3.65,35.0,"Southern Passion,Centennial",,,6.3,,3
Konrad Spytihněv,Konrad,Lager - Pale,2013-10-08,3.202,,,,,6.0,14.0,3
Bohemian Lager,Trader Joe's (JosephsBrau),Pilsner - Czech / Bohemian,2010-11-02,3.134,18.0,,,,5.0,,3
Weizensonne,Brauhaus Leikeim,Wheat Beer - Hefeweizen,2019-07-17,3.064,,,,,5.4,,2
Бычье Сердце,Быка за Рога,Lager - Red,2021-06-08,,15.0,,,,4.5,,4
Autumn Quad,Landau Beerlab,Belgian Quadrupel,2017-12-02,3.69,30.0,,,,6.8,26.0,4
Mash Me Low,Landau Beerlab,Stout - Pastry,2020-11-30,4.2,,,,,6.8,,4
Temptation,Manfas Brewery,Sour - Fruited,2020-07-17,3.829,10.0,,,,6.8,,4
Punk Fiction,Black Cat Brewery,Kölsch,2023-11-06,3.593,5.0,,,,4.7,,4
Warlock Spell,Selfmade Brewery,Sour - Fruited,2020-11-27,4.103,10.0,,,"Raspberry,Blueberry",6.4,,5
Crack the Neck,Main Rule,IPA - Imperial / Double New England / Hazy,2020-12-12,3.884,20.0,"Mosaic,Citra,Idaho 7",,,6.8,,4
Born Again,Jungle Brewery,IPA - Imperial / Double,2018-09-29,4.197,90.0,"Chinook,Warrior,Centennial,Citra",,,6.8,19.5,4
Восход,Rocket City Brewery,Pale Ale - New Zealand,2020-10-03,3.82,30.0,"Wai-iti,Motueka",,,6.5,,4
Underground Lime,"Valaduta,Rewort Brewery",Sour - Traditional Gose,2019-06-10,4.29,10.0,,,,6.8,,4
Ceremony,Selfmade Brewery,IPA - New England / Hazy,2020-12-02,3.974,42.0,"Simcoe,Mosaic",,,6.8,,4
Kartoshka,Zavod,Porter - Imperial / Double,2020-12-17,3.875,25.0,,,,6.8,,4
I Remember My First Check-In,AF Brew,Sour - Fruited,2020-10-17,3.654,,,,,5.0,,4
Tropical Slasher,Selfmade Brewery,Sour - Fruited,2020-06-17,3.966,20.0,,,,6.8,,4
Puzzle,13 Litar,Pale Ale - American,2020-10-15,3.766,30.0,Mosaic,"Pale Ale,Pilsner",,5.0,,0
Pizza Boy,Selfmade Brewery,Sour - Traditional Gose,2018-08-08,3.868,14.0,,,,5.8,,4
Sol,Cuauhtémoc Moctezuma,Lager - American,,2.913,,,,,4.5,,3
Newcastle Brown Ale,John Smith's,Brown Ale - English,,3.39,18.0,,,,4.7,,2
Muson: Fiejchoa i huava,Malanka,Sour - Fruited,2020-11-26,4.204,,,"Pilsner,Flaked Wheat","Feijoa,Guava",5.0,11.0,4
Nobiscum Satanas,Valaduta,Belgian Strong Golden Ale,2020-11-24,4.186,25.0,,,,6.8,,3
DIPA,BARBARUS Brewery,IPA - Imperial / Double,2021-02-20,3.692,90.0,,,,6.8,,3
Procrastination,Bierstaat,IPA - American,2020-12-14,3.797,50.0,"Amarillo,Galaxy,Mosaic,Citra,Simcoe",,,6.6,,4
Young Days,Jungle Brewery,IPA - American,2020-10-08,4.184,55.0,"Columbus,Chinook,Simcoe,Amarillo,Citra,Mosaic",,,6.2,14.0,4
Koronet Brown Ale,Лідскае піва,Brown Ale - English,2018-04-05,2.986,12.0,East Kent Golding,"Pilsner,Chocolate,Black",,4.7,10.5,2
Млечны шлях,Прамень,Stout - Milk / Sweet,2020-11-16,3.772,17.0,,,Lactose,5.0,,4
Grand Place,Лямус,Belgian Strong Dark Ale,2017-11-21,3.868,,,,,6.8,18.0,4
Лямус Блонд эль,Лямус,Blonde Ale,2020-12-08,3.659,,,,,5.7,15.0,4
Lichamanka: Palisade,Malanka,IPA - Imperial / Double,2020-11-18,4.261,90.0,Palisade,Pilsner,,6.8,18.0,4
Палитра #1 Pineapple & Guava,Brewlok,IPA - Milkshake,2019-06-03,3.706,,,,"Pineapple,Guava",6.8,,4
Are You Reddy,Zavod,Sour - Berliner Weisse,2019-07-16,3.856,8.0,,,,4.0,,4
Ветразь,Прамень,Lager - Euro Pale,2020-12-07,3.594,20.0,"Loral,Centennial",,,6.0,,4
Zero Tolerance,"Jungle Brewery,Malanka",Stout - Imperial / Double,2020-10-02,4.322,35.0,,,,6.8,28.0,4
Пивная карта. APA,Крыніца,Pale Ale - Other,2016-08-18,3.19,46.0,"Cascade,Yellow Sub,Herkules,Citra",,,5.0,12.0,3
Point of No Return,"Rewort Brewery,Rock’n’Beer",Wheat Beer - Wheat Wine,2020-05-15,3.889,24.0,,,,6.8,34.0,4
Voices In My Head,Valaduta,IPA - American,2020-11-02,4.177,40.0,"Amarillo,Simcoe",,,6.0,16.0,4
Прастора,Прамень,IPA - American,2020-11-30,3.67,40.0,"Mosaic,Centennial",,,6.5,,4
Паралель,Прамень,Kölsch,2020-11-30,3.379,18.0,,,,6.0,,3
Mala Praha,Česky Lev,Lager - Helles,2019-12-29,2.733,,,,,4.8,,2
Папенbeer,Česky Lev,Pilsner - German,2019-05-10,2.498,,,,,4.8,,2
Tom Yum Kung,Barracuda,Sour - Traditional Gose,2020-03-14,3.295,11.0,,,,4.7,,4
No Comments #1,"Bierstaat,Panzer Brewery",Mead - Traditional,2020-11-26,3.414,,,,,6.0,,4
Фейхоа,Alaska Brewery,Sour - Fruited,2020-07-06,3.917,,,,Feijoa,5.5,,4
Mango Temptation,Hops Brewery,IPA - Milkshake,2020-11-12,4.099,25.0,"Sabro,Citra",,Mango,6.8,,4
Гранат,Česky Lev,Fruit Beer,2020-10-04,3.071,,,,,5.2,,3
Горизонт,Rocket City Brewery,IPA - Imperial / Double,2020-05-21,3.507,65.0,"Chinook,Mosaic,Amarillo",,Apricot,6.8,,4
Apricot Smoothie,Zavod,Fruit Beer,2020-09-25,3.958,,,,,4.0,,4
Dark Island,13 Litar,Brown Ale - English,2020-10-22,3.758,25.0,,,,5.1,,2
Хваля,Прамень,Pale Ale - American,2020-11-23,3.539,28.0,"Centennial,Ekuanot",,,5.6,,3
Чароўнае падарожжа,Прамень,Lager - Amber,2020-11-17,3.455,20.0,,,,5.5,,4
Hop Headshot: Sabro,Midnight Project,IPA - Triple,2020-10-15,4.242,111.0,Sabro,,,6.8,,4
What Is Sabro?,13 Litar,IPA - Imperial / Double,2020-10-29,4.214,70.0,Sabro,"Pale Ale,Vienna",,6.8,18.5,4
Mango Smoothie,Brewmen,Sour - Fruited,2020-08-08,3.878,10.0,,,Mango,4.5,,4
Pear Smoothie,Zavod,Fruit Beer,2020-11-02,3.542,,,,Pear,4.0,,4
Rei De La Coco,Valaduta,Stout - Other,2020-11-05,4.236,20.0,,,"Coconut,Prune",6.0,18.0,4
Sabro Lake,Landau Beerlab,IPA - Other,2020-08-14,3.656,45.0,Sabro,,,6.8,,4
Jazz Lager,Чисто пивоварня,Lager - Dark,2017-11-30,3.632,18.0,Saaz,,,4.7,11.5,3
Strike,Bierstaat,Stout - Milk / Sweet,2020-11-02,4.194,29.0,,,Lactose,6.9,,4
Neverland,13 Litar,IPA - American,2020-10-01,3.807,50.0,"Amarillo,Mosaic","Pale Ale,Vienna",,6.5,,4
Метаморфозы,Alaska Brewery,IPA - Imperial / Double Milkshake,2020-10-22,3.689,45.0,,,"Passion fruit,Strawberry",6.8,,3
Idaho 7 One Love,Jungle Brewery,IPA - Session,2020-09-21,4.234,40.0,Idaho 7,,,5.2,13.0,4
Smoked Weekend,Bierstaat,Smoked Beer,2020-10-26,4.055,25.0,,,,6.9,,4
Hefeweizen Banana,Konix Brewery,Wheat Beer - Hefeweizen,2019-05-13,3.534,12.0,,,,4.5,,4
Omen,Elysian Brewing Company,Stout - Other,2012-10-21,3.67,45.0,,,,6.8,,4
Halaklin: Abliapicha,Malanka,Sour - Fruited Gose,2020-10-16,4.08,,,"Pilsner,Flaked Wheat",Sea buckthorn,4.5,12.0,4
Super Mango,Panzer Brewery,Pale Ale - Milkshake,2019-03-20,3.69,30.0,,,,5.4,,4
Pivčík,Robim Good Brewery,Lager - Euro Pale,2020-09-25,3.35,13.0,,,,4.6,,3
Overdub,Jungle Brewery,IPA - Imperial / Double,2019-09-17,4.208,80.0,"Simcoe,Centennial,Citra,Mosaic,Amarillo",,,6.8,19.0,4
Рэха,Прамень,Mead - Traditional,2020-10-22,3.765,,,,,5.0,,4
Irokez,Robim Good Brewery,IPA - American,2020-10-08,3.467,20.0,,,,5.9,13.5,4
Superstylin,Бакунин,Pale Ale - Other,2018-06-12,3.671,,,,,4.5,12.0,3
Konrad Gepard,Konrad,Blonde Ale,2018-06-06,3.109,,,,,4.5,,3
Мара,Прамень,Lager - Pale,2020-10-22,3.795,20.0,"Centennial,Falconer’s Flight",,,5.5,,4
Шампань,Česky Lev,Fruit Beer,2020-06-26,2.698,,,,,5.2,,2
Banana Smoothie,LiS Brew,Sour - Fruited,2020-06-16,3.912,,,,Banana,5.0,,4
DIPA Amarillo & Cascade & Simcoe,Taler,IPA - Imperial / Double,2020-10-01,3.818,70.0,"Amarillo,Cascade,Simcoe",,,6.9,,4
Westside,13 Litar,IPA - American,2020-08-26,4.084,50.0,"Simcoe,Mosaic,Cascade","Pale Ale,Munich",,6.5,,4
Raspberry Vanilla IPA,Trigger,IPA - Session,2020-05-13,3.572,25.0,,,,6.0,,3
Арбатское IPA,Арбат,IPA - Other,2017-09-25,3.535,45.0,"El Dorado,Cascade,Magnum",,,5.5,,4
Железнодорожная вода,Alaska Brewery,Stout - Russian Imperial,2018-12-18,3.98,,,,,6.8,,4
Departure,Boondoggle Beers,Pale Ale - New England / Hazy,2016-09-13,3.817,32.0,,,,6.2,,4
Autumn Insomnia,Bierstaat,IPA - American,2020-10-09,3.908,45.0,"Azacca,Ekuanot",,,6.7,,4
Spark Joy,Mikkeller,IPA - New England / Hazy,2019-11-16,3.709,,"Citra,Idaho 7",,,6.8,,4
Juicy Bliss,Hops Brewery,IPA - New England / Hazy,2020-09-21,3.72,20.0,"Sabro,Citra,Idaho Gem",,,6.7,,4
Навальніца,Прамень,Rye Beer,2020-10-05,3.621,20.0,,,,4.5,,4
IPA v.3,Волковская пивоварня,IPA - Session,2017-02-08,3.563,55.0,,,,5.9,,4
Stephans Bräu Premium Lager,Privatbrauerei Eichbaum,Lager - Pale,2013-11-03,2.715,,,,,5.0,,2
A Little More,Bierbank,IPA - American,2020-09-17,3.909,50.0,"El Dorado,Mosaic,Citra",,,6.4,,4
NEIPA Amarillo & Cascade,Taler,IPA - New England / Hazy,2020-11-26,3.32,25.0,"Amarillo,Cascade",,,6.0,14.0,4
One Day You Will No Longer Be Loved,Jungle Brewery,Porter - Other,2020-09-01,3.815,20.0,,,"Lactose,Cherry Juice,Cocoa",6.0,,4
Citrus Lager,Чисто пивоварня,Lager - Pale,2017-08-04,3.877,31.0,Citra,,,4.6,11.0,4
London Pride,Fuller’s,Bitter - Session / Ordinary,,3.408,,"Target,Northdown,Challenger",Pale Ale,,4.7,,4
Kedr,Zavod,Stout - Imperial / Double,2017-09-15,3.914,40.0,,,,6.8,,4
Party People,Hops Brewery,IPA - Imperial / Double Black,2020-09-03,3.968,55.0,,,,6.8,,3
No Matter,13 Litar,Stout - Milk / Sweet,2020-09-15,4.045,,"Perle,East Kent Golding","Pilsner,Vienna,Munich,Chocolate,Roasted Barley",Lactose,5.7,,4
Tropical Explosion,Hops Brewery,IPA - Milkshake,2020-08-19,4.055,35.0,Idaho Gem,,"Mango,Passion fruit,Pineapple",6.0,,4
Vamberg Černé,Konrad,Lager - Dark,2020-04-13,3.23,,,,,4.4,,3
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,4
Cherry Cream,One Brew,Fruit Beer,2020-01-06,3.349,10.0,,,Cherry,5.0,,4
NE IPA,One Brew,IPA - New England / Hazy,2020-02-27,3.368,20.0,"Nelson Sauvin,Waimea,Jarrylo",,,5.5,,4
Reserva,One Brew,Brown Ale - Belgian,2020-05-12,3.486,,,,,5.5,,4
Flamingo,One Brew,Fruit Beer,2020-05-12,3.43,,,,Raspberry,5.0,,4
Equilibrium,Bierstaat,IPA - Imperial / Double,2022-03-21,4.093,55.0,"Citra,BRU-1",,,6.9,,3
STOUT,One Brew,Stout - Other,2020-01-06,3.377,15.0,,,,6.0,,4
Hofbräu Oktoberfestbier,Hofbräuhaus München,Festbier,1990-01-01,3.604,26.0,,,,6.3,,4
Docklands,Zavod,Stout - Russian Imperial,2017-05-23,3.935,55.0,,,,6.8,,4
Laźnia,Malanka,Smoked Beer,2019-08-24,4.099,,Perle,"Pilsner,Smoked",Birch Brooms,4.7,11.0,4
Black Cat,Cervejaria Invicta,IPA - Black / Cascadian Dark Ale,2015-03-12,,75.0,,,,6.8,,4
STARDUST,Бакунин,Sour - Fruited,2023-08-04,3.742,7.0,,,,5.0,,3
Liquid Smoke,13 Litar,Rauchbier,2020-04-23,4.029,,"Lumberjack,Perle,Saaz","Smoked,Vienna,Caramunich",,6.0,14.0,4
Shut Up,Bierstaat,Sour - Fruited Gose,2020-09-18,4.276,10.0,,,Tomato,5.5,,4
Propaganda,Bierstaat,Wheat Beer - Hefeweizen,2020-09-09,3.715,12.0,,,,4.3,,4
Vamberg Světlý ležák,Konrad,Pilsner - Czech / Bohemian,2020-04-17,3.2,,,,,5.2,,3
Курское Нефильтрованное,Česky Lev,Kellerbier / Zwickelbier,2016-07-27,2.317,,,,,4.6,,2
Медовуха натуральная,Мозырьпиво,Mead - Traditional,2020-07-11,3.597,,,,,5.0,,4
New Retro Wave,Atmosphere Brewery,IPA - New England / Hazy,2020-08-13,3.403,,,,,6.8,,3
Wild Grapefruit,Hops Brewery,Fruit Beer,2020-08-11,3.68,10.0,"Cascade,Citra",,"Coriander,Grapefruit",5.0,,3
Kriek Lambic (2019),Brouwerij Mort Subite,Lambic - Kriek,2019-02-02,3.564,,,,,4.0,,4
Lemondrop One Love,Jungle Brewery,IPA - Session,2020-07-15,4.104,30.0,Lemondrop,,,5.2,,4
Смородиновый сидр,Точка,Cider - Traditional / Apfelwein,2018-03-23,3.779,,,,,5.0,,4
Kilkenny,Guinness,Red Ale - Irish,,3.407,,,,,4.3,,4
The Mix Of Taste / Strawberry & Nectarine & Black Currant,Konix Brewery,Sour - Fruited,2020-07-23,3.532,10.0,,,"Strawberry,Nectarine,Black Currant",5.5,,4
13 Weeks And What?!,AF Brew,IPA - Triple New England / Hazy,2020-06-25,3.859,20.0,"Mosaic,Citra,Galaxy",,,6.8,,4
Jungle Look,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2020-08-07,4.045,,,,,6.8,17.5,5
Вторая личность,4BREWERS,Porter - Other,2017-03-27,3.903,20.0,,,,6.8,18.8,4
Большой брат,4BREWERS,IPA - Imperial / Double,2016-10-23,3.878,101.0,,,,6.8,,4
Kiss Kiss Bang Bang,AF Brew,IPA - Sour,2020-08-15,4.016,20.0,Talus,,,6.8,,4
3 in 1 Super Sour,Stamm Brewing,Sour - Fruited,2019-12-16,4.172,,,,"Blueberry,Strawberry,Guava",6.8,,5
CitraCitraCitra,Wild Lab,IPA - Imperial / Double New England / Hazy,2020-08-13,4.053,,Citra,,,6.8,,4
