name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Rorschach,Plan B Brewery,IPA - Imperial / Double New England / Hazy,2021-09-14,3.996,40.0,"Sabro,Simcoe,Talus",,,6.8,,4
Holba Horská 10,Holba,Pilsner - Czech / Bohemian,2016-09-16,2.886,20.0,,,,4.2,,3
Calm Like A Bomb,Multtown Brew,Sour - Fruited,2024-06-24,4.155,8.0,,,,6.5,,4
Чехонь,Sergacore Brewery,Sour - Smoothie / Pastry,2022-10-03,4.535,10.0,,,,4.5,,4
Tomatoni: Dill Aioli,Jungle Brewery,Sour - Tomato / Vegetable Gose,2024-08-26,4.053,10.0,,,"Dill,Garlic,Mustard,Onion,Parsley,Tomato",5.0,13.0,4
NEVER TOO LATE,Coven Brewery,Sour - Fruited Gose,2022-07-14,4.065,,,,,5.5,,4
Crazy Moose,Konix Brewery,Pale Ale - American,2016-02-08,3.65,45.0,,,,5.5,,4
WE WERE JUST KIDS,Coven Brewery,Sour - Smoothie / Pastry,2024-07-21,4.41,,,,,5.5,,4
Skuf's Funeral,Multtown Brew,Sour - Fruited,2024-06-24,3.587,8.0,,,,6.5,,4
Эль Английский Тёмный,Česky Lev,Brown Ale - English,2024-07-21,3.117,,,,,4.9,,3
Blend Me! Sour & Melomel,Midnight Project,Mead - Other,2024-08-30,4.151,,,,,6.8,,4
Rager: Elani,Valaduta,IPA - Imperial / Double,2024-08-29,4.124,70.0,Elani,,,6.8,,4
Cassis Ale,Василеостровская пивоварня,Fruit Beer,2018-08-24,3.462,14.0,,,,6.0,,4
Mlosć: Idaho 7,Malanka,Pale Ale - American,2024-08-07,3.912,40.0,Idaho 7,"Pilsner,Special B",,5.6,,4
Quadruple Toe Loop,Midnight Project,IPA - Quadruple,2024-08-23,4.03,120.0,"Galaxy,Azacca,Wai-iti,Citra",,,6.8,,4
Bilboquet (Бильбоке),Coma Brewery,Sour - Fruited Berliner Weisse,2024-07-23,4.063,10.0,,,,5.0,,4
Abšar: Mosaic,Malanka,IPA - White / Wheat,2024-08-26,4.36,40.0,Mosaic,"Pilsner,Wheat,Flaked Wheat",,6.8,18.0,4
Dym: Malina,Malanka,Historical Beer - Lichtenhainer,2024-07-31,4.067,,,"Pilsner,Wheat,Flaked Wheat,Smoked,Peated",Raspberry,4.0,11.0,4
Kraštiečių Tradicinis,Крыніца,Lager - Pale,2024-08-02,2.631,,,,,6.0,,2
Karlova Krčma Premium 12,Podkováň,Lager - Euro Pale,2021-02-20,3.186,,,,,5.0,,3
Krombacher Pils,Krombacher,Pilsner - German,,3.253,24.0,,,,4.8,,3
Light,Malle,Lager - Pale,2020-10-24,3.541,,,,,4.8,,2
Motor Strong (Мотор Крепкое),Московская пивоваренная компания,Lager - Strong,2018-10-09,2.835,,,,,6.8,,2
Днепро Стронг Черри (Dnepro Strong Cherry),Бабруйскі бровар,Fruit Beer,2024-07-03,3.08,,,,,6.4,,2
Nevskoe Originalnoe (Невское Оригинальное),Балтика,Lager - Pale,2011-03-10,2.704,,,,,5.7,,2
Квас Хатні Бярозавы сок I мята (Kvass Hatni Byarozavy Sok I Myata),Бабруйскі бровар,Kvass,2024-06-07,3.318,,,,,1.2,,3
Miller Lime,Бабруйскі бровар,Shandy / Radler,2024-08-14,2.971,,,,,4.0,,3
Rye Rocket,Brewlok,IPA - Rye,2024-05-08,3.791,,,,,6.2,,4
Argo Blue (არგო ლაგერი),Argo Brewing Company,Lager - Pale,2013-06-21,2.922,,,,,4.8,,2
Dark Heat,Одна тонна,Stout - American,2024-04-16,3.876,,,,,6.0,,4
ГозеЧоК,Пан Качын,Sour - Fruited Gose,2024-07-22,3.615,,,,"Black Currant,Red Currant",5.5,,4
Nirvana,Ugar,IPA - New England / Hazy,2023-12-19,3.977,30.0,"Citra,Galaxy,Mosaic",,,6.0,,4
Homework,Valaduta,IPA - American,2024-06-26,4.055,35.0,"Cascade,Vista",,,6.5,,4
Saĺsa: Black Garlic,Malanka,Sour - Tomato / Vegetable Gose,2024-08-12,4.273,,,"Pilsner,Wheat,Flaked Wheat","Tomato,Chili,Garlic,Coriander",4.0,12.0,4
Imhla: HBC 638,Malanka,IPA - New England / Hazy,2024-08-02,4.27,40.0,HBC 638,"Pilsner,Wheat,Flaked Wheat,Flaked Oats",,6.4,17.5,4
Xenomorph Breakfast,Bierstaat,Stout - Other,2024-06-17,3.862,30.0,,,Chocolate,6.9,,4
Yellow Road,Midnight Project,Pale Ale - New England / Hazy,2024-08-01,4.038,20.0,HBC586,,,5.7,,4
Summer Breeze,13 Litar,IPA - Session,2020-07-01,3.811,30.0,Mosaic,"Pale Ale,Vienna",,4.8,,4
Minsk,"Mitra,Punchiller",IPA - American,2024-07-26,3.963,42.0,"Galaxy,Mosaic",,,6.4,,4
Tinkerbell Effect 13,Delta Ksi,Porter - Baltic,2024-08-08,4.104,20.0,,,,6.9,20.0,4
Rizhskoe (Рижское),Кроп-Пиво,Lager - Pale,2015-04-22,2.793,,,,,4.0,,2
Lambic Kriek,Трёхсосенский,Fruit Beer,2022-04-12,2.913,,,,,5.0,,3
Prickly Boy,White Stone Brewery,Sour - Smoothie / Pastry,2024-05-24,4.233,7.0,,,,6.0,,4
Grimbergen Ambrée,Brouwerij Alken-Maes,Red Ale - Other,2016-08-13,3.338,22.0,,,,6.5,,3
Lightfoot,Theakston,Blonde / Golden Ale - English,2011-04-04,3.305,,,,,4.1,,3
"5,0 Original Craft Beer",Oettinger Brauerei,Lager - Euro Pale,2017-09-11,2.787,,,,,5.0,,2
Tverskoe Svetloe | Тверское Светлое,Афанасий,Lager - Pale,2013-06-13,2.524,,,,,4.1,,3
Favorite,Beaver,Lager - Pale,2024-02-13,3.207,,,,,4.2,,3
INTO THE FIRE,Coven Brewery,Sour - Tomato / Vegetable Gose,2024-05-07,4.145,,,,,6.8,,4
7 Years of Drink & Run,Midnight Project,Lager - IPL (India Pale Lager),2024-07-26,4.066,30.0,"Motueka,Galaxy",,,4.6,,4
Chaliera: HBC 682,Malanka,IPA - American,2024-07-15,4.089,80.0,HBC 682,Pilsner,,6.6,16.0,4
Watermelon Cider,Appleton Ciders,Cider - Other Fruit,2018-03-22,3.772,,,,,5.5,,3
Ballantine Ale,Московская пивоваренная компания,Red Ale - American Amber / Red,2022-04-22,3.457,,,,,4.7,,4
Day Tripper,Hops Brewery,IPA - Imperial / Double,2024-07-11,4.092,69.0,"Elani,HBC630,Mosaic",,,6.8,,4
Портер ореховый,Волковская пивоварня,Porter - Other,2024-05-28,3.246,,,,,5.8,,3
Etalone (2023),Plague Brew,Stout - Imperial / Double,2023-08-31,4.063,30.0,,,,6.8,,4
Когда смотришь на тьму,4BREWERS,Stout - American,2024-07-02,3.872,,,,,6.0,,4
NYCTOPHOBIA,Big Village Brewery,Stout - Milk / Sweet,2024-07-21,3.905,,,,,6.5,,4
Summertime Catness,Midnight Project,Pale Ale - American,2024-07-26,3.999,35.0,"Loral,Citra",,,5.7,,4
Tap Tap Tap… Hamster In Untappd,Midnight Project,Pale Ale - American,2024-07-19,3.9,40.0,"Hallertau Blanc,HBC 638",,,5.3,,4
Hop Headshot: Nelson Sauvin,Midnight Project,IPA - Triple,2024-07-26,4.199,111.0,Nelson Sauvin,,,6.8,,4
XB,Theakston,Bitter - Extra Special / Strong (ESB),2010-11-13,3.384,,,,,4.5,,4
Funny Pale,"Carousel Brewery,Plague Brew",Pale Ale - American,2024-05-31,3.749,33.0,,,,5.6,,4
Yellow Diamond,Midnight Project,IPA - Imperial / Double New England / Hazy,2024-08-01,4.039,30.0,,,,6.8,,4
Planet TrES-2b: Bourbon BA (2024),Midnight Project,Stout - Russian Imperial,2024-07-11,4.386,55.0,,,,6.8,,4
The Irish Teacher Green Brit,Двинский бровар,Mead - Other,2024-07-11,3.323,,,,,4.5,,3
The Irish Teacher Dublin Cherry,Двинский бровар,Mead - Other,2024-07-16,3.301,,,,,4.5,,3
The Irish Teacher Old Celt,Двинский бровар,Mead - Other,2024-07-15,3.321,,,,,4.5,,3
J.Hardy Maracuja & Chili,Бабруйскі бровар,Hard Seltzer,2024-05-15,2.815,,,,,5.0,,3
Dark Ages,13 Litar,Dark Ale,2020-03-12,3.625,22.0,Bramling Cross,,,4.9,,4
Frankfurter Raspberry Radler,Frankfurter Brauhaus,Shandy / Radler,2022-02-02,3.35,,,,,2.5,,3
Frankfurter Grapefruit Radler,Frankfurter Brauhaus,Shandy / Radler,2022-02-03,3.354,,,,,2.5,,3
Tuborg Ice,Carlsberg Group,Lager - American Light,,2.66,,,,,4.6,,3
Seth & Riley's Garage Hardcore Grape,Аліварыя,Shandy / Radler,2024-02-24,3.081,,,,,6.0,,3
Fürst Chlodwig Pilsener,Fürstenberg,Pilsner - German,2017-08-13,2.952,,,,,4.8,,2
Rizhskoe (Рижское),Кроп-Пиво,Lager - Pale,2015-04-22,2.793,,,,,4.0,,2
Мюнхенское Светлое,Полтавпиво,Lager - Helles,2016-11-27,2.701,,,,,4.9,,2
Накрутка,Magic Mess,Sour - Fruited,2024-03-11,4.131,,,,,5.5,,4
Рататоск Мудрая,Традиции предков,Mead - Metheglin,2023-02-06,3.966,,,,,6.0,,4
Älska Nordic Berries,Älska,Cider - Other Fruit,2014-02-05,3.68,,,,,4.0,,4
Поцелуй Фрейи,Традиции предков,Mead - Other,2015-12-05,3.871,,,,,4.7,11.0,3
Seth & Riley's Garage Hard Black Cherry Drink,Балтика,Shandy / Radler,2019-03-19,3.052,,,,,4.6,,3
MINTTU,Boogie Brew,Sour - Other,2023-08-30,3.771,,,,,6.0,,4
LoboDay West Coast,Midnight Project,IPA - American,2024-07-03,4.056,60.0,"HBC 1019,Citra",,,6.8,,4
J.Hardy Melon & Cheesecake,Бабруйскі бровар,Fruit Beer,2024-03-30,2.439,,,,,5.0,,2
Trifon Kriek (Трифон Крик),Вятич,Fruit Beer,2017-10-25,2.824,16.0,,,,4.5,,3
Jumis,Malanka,Wheat Beer - Wheat Wine,2024-05-15,4.123,,,"Pilsner,Wheat,Flaked Wheat","Pippali pepper,Bergamot,Rose",6.8,19.5,4
Огненный Великан Сурт,Традиции предков,Mead - Melomel,2018-11-16,3.843,5.0,,,,4.7,,4
Blanche,Belgica,Wheat Beer - Witbier / Blanche,2022-01-17,,,,,,,,3
Twenty Two Anniversary Ale,De Struise Brouwers,Stout - Belgian,2023-05-11,4.083,28.0,,,,6.8,,4
CRIMSON SKIES,Coven Brewery,Sour - Smoothie / Pastry,2023-05-22,4.221,,,,,6.5,,4
Lying To Robots,Coma Brewery,Sour - Smoothie / Pastry,2024-04-17,4.153,,,,,5.8,,4
DETERMINISM,Big Village Brewery,Sour - Fruited,2023-12-08,4.002,,,,,6.8,,4
Grindcore,Plague Brew,Stout - Oyster,2024-02-29,4.093,55.0,,,,6.8,,4
Red Ray Cherry Mix,Очаково,Fruit Beer,2022-03-18,2.797,,,,,4.5,,2
Крушǒвице Velvet Royal,Heineken,Lager - Polotmavé (Czech Amber),2024-02-20,3.05,,,,,5.0,,2
Светлое,Craft,Lager - Pale,2018-09-15,2.503,,,,,4.2,12.0,3
Jever Pilsener,Friesisches Brauhaus zu Jever,Pilsner - German,2010-08-21,3.133,33.0,,,,4.9,,3
Хмелевое,Eletskoe Pivo (Елецкое Пиво),Lager - Pale,2015-10-11,2.95,,,,,4.7,,3
The Infinity Gauntlet: Whisky BA (2024),Midnight Project,Stout - Russian Imperial,2024-06-05,4.335,55.0,,,,6.8,,4
Bitburger Premium Pils,Bitburger Brauerei,Pilsner - German,2010-12-25,3.198,38.0,,,,4.8,,3
KO KO,Ganza Brewery,Stout - Imperial / Double,2024-02-14,4.045,,,,,6.8,,4
Fruitality,Selfmade Brewery,IPA - American,2018-06-07,3.839,38.0,,,,6.6,,4
Hop Adventure Series Strata,O’Hara’s Brewery,IPA - American,2020-12-01,3.626,,Strata,,,5.0,,4
Tangerine,Zabava Ciders,Cider - Other Fruit,2022-03-09,3.504,,,,,4.5,,4
BOHEMA,Старовар,Cider - Dry,2024-06-27,3.335,,,,,6.5,,3
Power Mood,Jungle Brewery,IPA - New England / Hazy,2024-06-24,4.228,30.0,"Moutere,Motueka,Mosaic",,,6.7,15.4,4
Strakovice Nealkoholicky,Варница,Non-Alcoholic Beer - Lager,2020-12-31,2.674,,,,,,,2
Квас Старажытны Бачкавы,Крыніца,Kvass,2020-06-30,3.436,,,,,1.2,,4
Limburgse Witte Strawberry,Brouwerij Cornelissen,Fruit Beer,2019-06-19,3.154,10.0,,,Strawberry,4.2,,3
Limburgse Witte Peach & Mango,Brouwerij Cornelissen,Fruit Beer,2021-04-23,3.146,,,,,4.2,,4
London Porter,Fuller’s,Porter - English,1996-01-01,3.675,,Fuggle,,,5.4,,4
Trappistes Rochefort 8,Trappistes Rochefort,Belgian Strong Dark Ale,,3.845,22.0,,,,6.8,,4
Takamba: Nelson Sauvin Motueka,Velka Morava,IPA - New England / Hazy,2024-06-20,4.09,,,,,6.9,,4
Sportacus Rakau,Plague Brew,Non-Alcoholic Beer - Pale Ale,2023-02-20,3.654,25.0,,,,0.5,,4
Space Explorers,Carousel Brewery,IPA - Triple,2024-06-28,3.965,60.0,"El Dorado,Medusa",,,6.8,,4
Ciemra: Double Mosaic,Malanka,IPA - Imperial / Double Black,2024-06-26,4.283,100.0,Mosaic,"Pilsner,Black",,6.8,19.0,4
Nevskaya Bureaucracy,"Midnight Project,Valaduta",Stout - Russian Imperial,2024-06-29,4.251,90.0,,,,6.8,,4
Weiß,D3iwa Brewery,Wheat Beer - Hefeweizen,2024-06-18,3.689,9.0,Hallertauer Tradition,,,4.7,12.0,4
Mlosć: Strata,Malanka,Pale Ale - American,2024-06-26,4.095,40.0,Strata,"Pilsner,Special B",,5.6,13.0,4
Silk Road,BrewDog,IPA - Fruited,2021-04-14,3.684,11.0,,,,6.5,,4
Porter 42,Zero Point,Non-Alcoholic Beer - Other,2021-07-12,3.483,15.0,,,,0.5,,4
Nestor Notabilis,Midnight Project,Pilsner - New Zealand,2024-05-31,3.999,38.0,"Nelson Sauvin,Hallertau Blanc",,,4.8,,4
Raven,Bierstaat,Porter - Baltic,2024-06-24,3.751,25.0,,,,6.9,,4
American Pale Ale,13 Litar,Pale Ale - American,2016-08-17,3.891,35.0,,,,5.0,,4
Yellow Sea,Midnight Project,IPA - New England / Hazy,2023-05-05,4.044,30.0,"BRU-1,Citra",,,6.8,,4
Abšar: Vic Secret,Malanka,IPA - White / Wheat,2024-05-27,4.302,40.0,Vic Secret,"Pilsner,Wheat,Flaked Wheat",,6.8,18.0,4
ALD IPA,"BrewDog,ALDI Stores UK,ALDI Stores Germany South / Süd",IPA - Session,2020-10-09,3.263,,,,,4.7,,4
Blonde Biere d'Abbaye,Brasserie Champigneulles,Belgian Blonde,2016-05-06,3.16,,,,,6.2,,4
Triple Impériale,Abbaye des Rocs,Belgian Strong Dark Ale,2010-12-31,3.658,30.0,,,,6.8,,4
Prorva,Malanka,Historical Beer - Other,2024-05-15,4.188,30.0,East Kent Golding,"Pilsner,Caramel",,6.8,14.0,4
Buffout,Hops Brewery,IPA - Imperial / Double,2024-06-16,4.06,70.0,Superdelic,,,6.8,,4
Маслёна,Brewlok,Stout - Milk / Sweet,2024-04-05,3.821,,,,,6.4,,4
Темным-темно,Brewlok,Stout - Oatmeal,2024-04-12,3.657,,,,,5.4,,4
Boost: Citra & Galaxy,Jungle Brewery,Pale Ale - New England / Hazy,2024-05-17,4.332,35.0,"Citra,Galaxy",,,5.5,13.3,4
Motion Blur,GAS Brew,Stout - Russian Imperial,2024-02-24,4.098,,,,,6.8,,4
Sweet Spin,Midnight Project,Stout - Imperial / Double,2024-06-14,4.032,40.0,,,,6.8,,4
Cold Daze,Jungle Brewery,IPA - Cold,2024-06-10,4.242,50.0,"Warrior,Vista,Citra",,,5.6,,4
Bliskavica: Eclipse,Malanka,IPA - New England / Hazy,2024-06-05,4.424,40.0,Eclipse,"Pilsner,Wheat,Flaked Wheat,Flaked Oats",,6.8,17.0,4
MR. PEETY,Ostrovica,Stout - Pastry,2023-08-10,4.047,,,,,6.8,,4
Avalanche,Gletcher,Lager - Amber / Red,2023-05-14,3.488,18.0,,,,5.0,,4
Grimbergen Rouge Intense,Kronenbourg,Fruit Beer,2022-06-22,3.215,,,,,5.5,,3
Pabst Blue Ribbon,Pabst Brewing Company,Lager - American,2010-08-21,2.846,10.0,,,,4.8,,3
Satan Infernalis V,Plan B Brewery,Stout - Russian Imperial,2023-11-21,4.3,40.0,,,,6.8,,4
Schloss Fels Hefeweissbier Dunkel,Privatbrauerei Eichbaum,Wheat Beer - Dunkelweizen,2019-07-11,3.009,,,,,5.2,,3
Drone Metal,Plague Brew,Porter - Other,2022-11-07,4.05,40.0,,,,6.8,,4
Fasten Seat Belt,Rewort Brewery,IPA - Quadruple,2024-04-15,4.124,100.0,,,,6.8,,4
Mlosć: Elani,Malanka,Pale Ale - American,2024-05-27,4.132,40.0,Elani,"Pilsner,Special B",,5.6,13.0,4
Electron,Carousel Brewery,IPA - New Zealand,2024-05-17,4.004,30.0,"Eclipse,Wai-iti",,,6.8,,4
Smuha: HBC 1019,Malanka,IPA - Imperial / Double New England / Hazy,2024-06-03,4.388,40.0,HBC 1019,"Pilsner,Wheat,Flaked Wheat,Flaked Oats",,6.8,18.4,4
Ultimate Seduction,Midnight Project,IPA - American,2024-05-31,4.107,50.0,"Cascade,Amarillo,Nelson Sauvin,Citra",,,6.8,,4
Cat Nap,"Midnight Project,Zagovor Brewery",Stout - Imperial / Double,2024-05-18,4.248,60.0,,,,6.8,,4
Saĺsa: Verde,Malanka,Sour - Tomato / Vegetable Gose,2024-05-29,4.365,,,"Pilsner,Wheat","Tomato,Jalapeno,Coriander,Garlic,Chili,Lime,Allspice,Caraway,Black Pepper,Red Pepper,Ginger",4.0,12.0,4
Cheerful Cat,"Midnight Project,Zagovor Brewery",Stout - Imperial / Double,2024-05-09,4.292,60.0,,,,6.8,,4
Kultura,Selfmade Brewery,Stout - Imperial / Double,2024-04-27,4.051,28.0,,,,6.9,,4
Crimson Idol,Achtel,Mead - Melomel,2024-05-22,,10.0,,,,6.8,,4
Caféole,Delta Ksi,Stout - Imperial / Double,2024-05-24,3.989,20.0,,,,6.9,,4
Poseidon's Trident,Valaduta,Porter - Imperial / Double Baltic,2024-05-25,4.261,35.0,,,,6.8,,4
Optical Delusion,Rewort Brewery,IPA - Black / Cascadian Dark Ale,2024-01-22,3.958,55.0,,,,6.8,,4
First Charge,Jungle Brewery,IPA - Imperial / Double,2024-04-22,4.366,90.0,"Chinook,Warrior,Citra,Centennial",,,6.8,17.5,4
Tomatoni: Shashlik,Jungle Brewery,Sour - Tomato / Vegetable Gose,2024-05-17,4.248,10.0,,,,5.0,,4
Pale Tart,Plan B Brewery,Sour - Fruited,2020-09-28,3.911,,,,"Guava,Mango",6.0,,4
Imhla: Galaxy,Malanka,IPA - New England / Hazy,2024-05-13,4.324,40.0,Galaxy,,,6.8,17.0,4
Katana Strike,Midnight Project,IPA - Other,2024-05-09,3.952,45.0,"Citra,Ahhhroma",,,6.2,,4
Herkenrode Abbey Cister,Brouwerij Cornelissen,Belgian Blonde,2017-07-16,3.413,30.0,,,,6.5,,4
It's Five!,Malanka,IPA - Triple New England / Hazy,2024-05-17,4.488,50.0,,,,6.8,,4
Квас Варница,Варница,Kvass,2015-08-31,3.108,,,,,1.2,,3
Seth & Riley's Garage Crafty Zero Drink Grapefruit,Аліварыя,Non-Alcoholic Beer - Shandy / Radler,2024-05-05,3.354,,,,,,,3
"Hoegaarden Cherry 0,0",Anadolu Efes,Non-Alcoholic Beer - Wheat Beer,2023-04-02,3.157,,,,,,,3
Варница Безалкогольное,Варница,Non-Alcoholic Beer - Other,2018-01-30,2.324,,,,,0.5,,3
Seth & Riley's Garage Crafty Zero Drink Lime,Аліварыя,Non-Alcoholic Beer - Shandy / Radler,2024-05-05,3.243,,,,,,,3
Hefe-Weizen Alkoholfrei,Schlossbrauerei Friedenfels,,2016-04-25,2.828,,,,,0.5,,3
Nanny State (1.1% ABV),BrewDog,Non-Alcoholic Beer - Other,2011-06-22,,45.0,,,,1.1,,3
Abbaye des Rocs Grand Cru,Abbaye des Rocs,Belgian Strong Dark Ale,2010-08-21,3.749,,,,,6.8,,4
Voyager,Ugar,Porter - Baltic,2024-04-10,4.106,20.0,,,,6.8,,4
Remember Who You Are,"Rewort Brewery,Punchiller",IPA - Triple,2024-03-29,4.105,85.0,,,,6.8,,4
Juicy Squeeze,Jungle Brewery,IPA - New Zealand,2024-04-29,4.328,50.0,"Moutere,Motueka,Nectaron",,,6.8,17.3,4
Infinity Cult,Time Bomb Brewery,Stout - American,2024-03-04,4.022,60.0,,,,6.8,,4
Loveforged,GAS Brew,Stout - Russian Imperial,2024-02-27,4.064,,,,,6.8,,4
Tomatoni: Gyros,Jungle Brewery,Sour - Tomato / Vegetable Gose,2024-04-22,4.192,10.0,,,,5.0,13.0,4
Universe,Rewort Brewery,Stout - White / Golden,2024-03-19,3.571,5.0,,,,6.9,,4
Coschützer Cherry Beer,Feldschlößchen Dresden,Fruit Beer,2023-06-01,3.131,,,,,6.0,,4
Зуброўскі,Hops Brewery,Pilsner - Imperial / Double,2023-01-26,3.755,30.0,,,,6.8,,4
Darkest Taste 24/7,Taler,Lager - Dark,2024-01-28,3.388,27.0,,,,4.8,13.0,3
Pavietra: Talus,Malanka,Pale Ale - New England / Hazy,2024-04-24,4.152,30.0,Talus,"Pilsner,Wheat,Flaked Wheat",,5.5,,4
Duck Puns,Bierbank,Lager - IPL (India Pale Lager),2024-03-18,3.937,20.0,Vista,,,5.2,,4
Delusions,Bierbank,IPA - New England / Hazy,2024-04-23,3.784,40.0,Vic Secret,,,6.4,,4
Single Hop Player: Moutere,Midnight Project,IPA - New Zealand,2024-04-25,4.02,50.0,Moutere,,,6.8,,4
Oswaldo Mobray,Hops Brewery,IPA - English,2024-04-16,3.971,100.0,East Kent Golding,,,6.8,,4
Unchained Melody,Midnight Project,IPA - New England / Hazy,2024-04-18,4.114,30.0,"Citra,Nectaron,Mosaic",,,6.9,,4
Cyberpunk Shotgun,Midnight Project,IPA - Imperial / Double,2023-11-17,4.076,70.0,"Citra,Mosaic",,,6.8,,4
Black Beard,Stamm Brewing,Stout - Oatmeal,2015-02-27,3.825,23.0,,,,6.0,,4
Hefe-Weissbier,Privatbrauerei Kaiserdom,Wheat Beer - Hefeweizen,,3.199,20.0,,,,5.0,,4
Nuff Niceness,Jungle Brewery,Sour - Fruited,2024-04-08,4.108,10.0,,,"Raspberry,Cherry,Red Currant,Lactose",5.6,15.2,4
Route 666,Sabotage,Porter - American,2023-12-07,3.876,25.0,,,,6.6,,4
Saĺsa: Superhot Mix,Malanka,Sour - Tomato / Vegetable Gose,2024-04-22,4.372,,,"Pilsner,Wheat","Tomato,Red Pepper",4.0,12.0,4
Mroiva: Citra & Simcoe,Malanka,IPA - Session,2024-04-10,4.127,20.0,"Citra,Simcoe","Pilsner,Flaked Oats,Wheat,Flaked Wheat",,3.9,12.0,4
Mlosć: Cascade,Malanka,Pale Ale - American,2024-04-18,4.013,40.0,,,,5.6,,4
Tomattoro: Kimchi,Mad Frog Brewery,Sour - Tomato / Vegetable Gose,2024-03-26,4.473,,,,,4.8,,4
Hekate,Bierstaat,Porter - American,2024-02-05,4.055,25.0,Cashmere,,,6.9,,4
Art of Space,Carousel Brewery,IPA - Imperial / Double,2024-04-12,3.992,70.0,"Galaxy,Taiheke",,,6.8,,4
Morning Bastard,Selfmade Brewery,Stout - Coffee,2024-04-05,4.025,34.0,,,,6.4,,4
RIS Black River,Волковская пивоварня,Stout - Russian Imperial,2020-01-16,3.847,101.0,,,,6.8,,4
The Thiol Chase,"Midnight Project,Saliwa Brew",IPA - Triple,2024-04-18,4.197,90.0,"Centennial,Amarillo,Mosaic,Nectaron",,,6.8,,4
Friedenfelser Steinwald Zoigl,Schlossbrauerei Friedenfels,Historical Beer - Zoigl,2014-05-31,3.426,,,,,4.8,,3
Mroiva: Citra & Mosaic,Malanka,Pale Ale - New England / Hazy,2020-06-20,4.318,,"Citra,Mosaic","Pilsner,Flaked Oats",Lactose,3.7,12.0,4
Vir: Višnia,Malanka,Wild Ale - Other,2024-04-16,4.317,,Saaz,"Pilsner,Wheat,Flaked Wheat",Cherry,6.9,13.0,4
Friedenfelser Hefe-Weizen,Schlossbrauerei Friedenfels,Wheat Beer - Hefeweizen,2014-02-04,3.641,8.0,,,,5.2,,4
Tajfun: Nelson & Blanc,Malanka,IPA - Imperial / Double New England / Hazy,2024-04-15,4.388,50.0,"Nelson Sauvin,Hallertau Blanc","Pilsner,Flaked Oats,Wheat,Flaked Wheat",,6.8,18.5,4
North Coast,13 Litar,Porter - Baltic,2024-04-10,4.206,20.0,Premiant,"Vienna,Pilsner,Caramel,Roasted Barley",,6.8,21.0,4
Chaliera: Hallertau Blanc,Malanka,IPA - American,2024-04-08,4.225,70.0,Hallertau Blanc,Pilsner,,6.6,16.0,4
Копченая томатная дичь,"Atmosphere Brewery,Беру Выходной",Sour - Tomato / Vegetable Gose,2023-09-25,3.749,,,,,6.5,,4
Punk IPA,BrewDog,IPA - American,2010-08-21,3.709,45.0,,,,5.6,,4
BLACK ROCK,Big Village Brewery,IPA - Imperial / Double Black,2024-02-29,3.907,90.0,,,,6.8,,4
Industrial Rock,Plague Brew,Porter - Imperial / Double Baltic,2023-12-08,4.091,40.0,,,,6.8,,4
Heller Bock (Bourbon Chips) 2023,Red Button Brewery,Bock - Hell / Maibock / Lentebock,2023-09-21,3.742,,,,,6.8,,4
IIINITY,"Malanka,Carousel Brewery,Spin Bar",IPA - Imperial / Double Black,2024-04-08,4.337,180.0,"Galaxy,Simcoe,Sabro","Pilsner,Black",,6.8,,4
Saison 1858,Brasserie du Bocq,Farmhouse Ale - Saison,2012-11-25,3.565,38.0,,,,6.4,,4
Beast From the Abyss,"Selfmade Brewery,Rustique Pivasique",IPA - Imperial / Double Black,2020-12-09,4.033,62.0,"Warrior,Ekuanot,Chinook,Simcoe",,,6.8,,4
Maisel & Friends Alkoholfrei,Brauerei Gebr. Maisel,Non-Alcoholic Beer - Other,2018-08-29,3.43,34.0,,,,0.5,,3
Spark of Time,Rewort Brewery,Wheat Beer - Wheat Wine,2023-12-29,3.793,30.0,,,,6.8,,4
Electric Eye,Rewort Brewery,IPA - American,2023-12-29,3.881,65.0,,,,6.8,,4
Alphanumeric,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2024-01-27,4.038,,,,,6.8,,4
Klubbhopping,Midnight Project,IPA - American,2024-04-05,3.982,50.0,"Citra,Waimea",,,6.8,,4
Siomy Rehijon,Midnight Project,IPA - Imperial / Double New England / Hazy,2024-04-05,4.197,30.0,"Nelson Sauvin,Citra,Superdelic",,,6.8,,4
Vicious Delicious,Rewort Brewery,Stout - Imperial / Double Pastry,2024-01-22,4.054,40.0,,,,6.8,,4
Boost: McKenzie & Mosaic,Jungle Brewery,Pale Ale - New England / Hazy,2024-04-01,4.229,35.0,"McKenzie,Mosaic",,,5.9,13.6,4
Theory of Everything,Rewort Brewery,Barleywine - English,2024-01-22,3.983,25.0,,,,6.8,,4
Bliskavica: Galaxy,Malanka,IPA - New England / Hazy,2024-04-01,4.343,40.0,Galaxy,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,,4
Straßenbahn Hopfenweisse,Stamm Brewing,Wheat Beer - Hopfenweisse,2024-03-19,3.97,,,,,4.5,,4
Breadman Nightmare,"Мантра,Dolphinwolf",Barleywine - Other,2024-01-15,3.94,30.0,,,,6.8,,4
New Dreams,Carousel Brewery,IPA - New England / Hazy,2024-03-29,4.071,30.0,"Azacca,Ahhhroma",,,6.5,,4
